Cust_ID,Gender_F_Flag,Gender_M_Flag,Residence_distance_from_store,time_in_store,accompanying_people,family_size,total_purchase_amount
1609,0,1,3,37,3,4,1153
1610,1,0,12,54,3,4,2168
1611,0,1,2,37,5,4,1345
1612,0,1,1,36,4,4,1323
1613,0,1,4,38,4,4,1349
1614,1,0,2,52,4,5,1123
1615,1,0,4,53,4,4,1155
1616,1,0,9,54,3,5,1899
1617,0,1,4,37,2,4,1242
1618,1,0,8,54,5,3,1866
1619,1,0,5,52,2,4,1516
1620,1,0,8,51,0,4,1434
1621,1,0,2,51,2,4,1086
1622,0,1,5,39,6,4,1806
1623,0,1,3,37,4,3,1489
1624,1,0,4,51,1,5,1800
1625,0,1,3,38,5,4,1543
1626,1,0,6,52,1,5,1458
1627,1,0,10,53,2,4,2128
1628,1,0,6,52,1,3,1411
1629,0,1,4,36,1,4,1384
1630,1,0,5,53,4,3,1690
1631,1,0,4,53,4,4,1929
1632,0,1,3,37,4,4,1293
1633,0,1,4,36,1,5,898
1634,0,1,7,39,4,4,1952
1635,1,0,6,53,3,5,1281
1636,0,1,7,40,6,4,1981
1637,1,0,6,52,2,3,1686
1638,0,1,4,38,4,4,1778
1639,1,0,5,53,3,4,1562
1640,0,1,5,36,1,5,1087
1641,1,0,4,52,3,6,1652
1642,1,0,4,52,3,5,2031
1643,0,1,5,36,1,3,1515
1644,1,0,0,50,4,5,1567
1645,0,1,10,38,2,5,1729
1646,1,0,3,51,1,3,757
1647,1,0,8,53,2,4,1793
1648,1,0,2,52,4,2,1800
1649,1,0,6,53,3,4,1626
1650,1,0,3,52,3,4,1406
1651,1,0,5,53,4,4,1913
1652,0,1,10,38,1,5,2009
1653,1,0,5,54,5,3,2095
1654,1,0,4,53,5,3,2371
1655,1,0,5,54,7,3,2059
1656,1,0,3,51,2,5,1197
1657,0,1,8,38,2,4,1256
1658,0,1,2,37,4,3,1343
1659,1,0,6,52,2,3,1496
1660,1,0,6,53,3,3,2041
1661,1,0,4,54,6,5,1878
1662,0,1,3,38,5,5,1672
1663,0,1,2,36,3,2,1319
1664,1,0,5,52,2,1,1792
1665,0,1,8,38,3,4,1815
1666,0,1,5,37,2,4,1133
1667,0,1,3,37,4,5,1519
1668,1,0,5,51,1,4,1332
1669,0,1,4,37,2,5,1490
1670,0,1,6,38,3,4,1556
1671,0,1,8,39,4,6,2314
1672,1,0,6,54,6,4,2258
1673,1,0,8,53,3,6,1450
1674,0,1,7,38,3,3,1427
1675,1,0,4,54,6,4,2427
1676,1,0,7,55,7,3,2342
1677,0,1,8,38,3,4,1454
1678,1,0,6,53,3,4,2132
1679,1,0,7,54,4,4,1479
1680,0,1,8,38,2,5,1789
1681,1,0,4,53,4,5,2037
1682,0,1,1,35,2,3,706
1683,0,1,4,37,3,4,1485
1684,1,0,6,53,4,5,1640
1685,1,0,6,53,3,4,1848
1686,0,1,10,38,2,3,1406
1687,1,0,6,53,4,5,1780
1688,1,0,3,51,2,5,1174
1689,1,0,5,52,2,4,1960
1690,0,1,5,39,7,4,2216
1691,1,0,4,53,4,4,1694
1692,1,0,6,53,4,4,1418
1693,1,0,6,52,2,5,1257
1694,1,0,5,51,1,2,1194
1695,1,0,5,52,2,4,1295
1696,1,0,9,53,2,2,1928
1697,1,0,5,53,4,5,1548
1698,0,1,4,38,4,4,1344
1699,1,0,4,52,2,4,1701
1700,0,1,7,39,5,4,2276
1701,1,0,5,53,4,4,2011
1702,0,1,5,36,1,4,1160
1703,0,1,6,37,1,5,905
1704,0,1,5,39,6,4,2044
1705,1,0,5,50,0,3,1617
1706,1,0,5,53,3,7,1414
1707,0,1,7,38,3,3,1725
1708,1,0,7,52,1,5,1736
1709,1,0,7,53,3,4,1850
1710,0,1,4,37,3,3,1583
1711,1,0,7,52,1,3,1437
1712,0,1,3,36,2,3,1078
1713,1,0,7,53,3,4,1861
1714,1,0,4,51,1,5,1410
1715,1,0,3,52,3,5,1353
1716,1,0,7,54,5,4,2418
1717,1,0,6,54,5,5,2035
1718,1,0,2,51,2,4,1444
1719,1,0,8,54,5,2,1908
1720,1,0,12,53,1,5,2089
1721,1,0,6,52,1,3,1293
1722,1,0,5,52,2,7,1729
1723,0,1,2,37,4,4,1730
1724,1,0,4,52,3,3,1655
1725,1,0,8,53,2,4,1288
1726,1,0,6,55,7,4,2143
1727,1,0,5,51,1,5,919
1728,1,0,5,52,2,2,1370
1729,1,0,5,52,2,2,1363
1730,1,0,5,53,4,4,1490
1731,0,1,10,40,6,5,2631
1732,1,0,4,50,0,6,1112
1733,0,1,5,36,1,4,872
1734,1,0,8,52,1,5,1620
1735,0,1,6,38,3,3,1490
1736,0,1,3,36,2,3,802
1737,1,0,6,52,2,4,1340
1738,0,1,6,40,7,4,2046
1739,1,0,8,52,1,4,1474
1740,1,0,4,51,1,2,929
1741,1,0,7,54,4,3,1790
1742,1,0,1,51,3,4,1021
1743,1,0,2,51,2,4,974
1744,1,0,3,53,5,3,1643
1745,0,1,2,36,2,5,1027
1746,1,0,4,53,4,4,1682
1747,1,0,4,53,5,5,2243
1748,1,0,5,50,0,2,1389
1749,1,0,5,53,3,5,968
1750,0,1,5,38,3,3,1254
1751,0,1,5,37,2,4,1302
1752,1,0,7,52,1,4,1494
1753,0,1,2,37,4,4,1146
1754,1,0,5,52,2,3,1568
1755,0,1,2,34,0,5,874
1756,1,0,5,50,0,2,1467
1757,0,1,7,38,2,3,1476
1758,1,0,3,54,7,4,2070
1759,0,1,5,38,3,4,1624
1760,1,0,9,54,3,3,2283
1761,1,0,6,54,5,6,1973
1762,1,0,4,52,2,5,1168
1763,1,0,4,52,3,6,1576
1764,0,1,2,38,6,3,2135
1765,0,1,5,38,3,7,1761
1766,1,0,4,52,3,6,1464
1767,0,1,8,39,5,6,1883
1768,0,1,3,37,3,5,949
1769,1,0,7,53,3,3,1725
1770,1,0,8,53,3,3,2029
1771,0,1,5,37,2,3,1473
1772,1,0,6,52,1,6,1362
1773,0,1,6,37,2,4,1257
1774,1,0,4,52,2,5,1055
1775,1,0,3,51,2,4,1898
1776,1,0,3,51,1,4,1085
1777,1,0,7,51,0,5,1131
1778,0,1,3,37,4,4,1531
1779,1,0,7,55,6,4,2507
1780,1,0,6,52,1,4,802
1781,1,0,6,54,5,3,2077
1782,1,0,7,53,2,4,1479
1783,1,0,7,54,4,5,1809
1784,1,0,8,53,3,4,2374
1785,1,0,10,54,3,4,1593
1786,1,0,4,51,1,5,1416
1787,1,0,8,53,2,5,1670
1788,1,0,8,54,4,5,2237
1789,1,0,7,54,5,4,1932
1790,1,0,13,53,1,5,3012
1791,1,0,4,52,2,5,1431
1792,0,1,4,36,1,3,964
1793,1,0,6,51,0,4,1367
1794,1,0,1,50,2,3,1192
1795,0,1,6,37,2,4,1681
1796,0,1,2,34,0,2,777
1797,0,1,5,36,1,5,1274
1798,1,0,6,54,6,3,2244
1799,1,0,9,53,2,3,2010
1800,1,0,6,51,0,3,1251
1801,1,0,4,51,1,3,999
1802,1,0,6,54,5,4,1953
1803,1,0,9,55,5,4,1761
1804,0,1,4,37,3,4,1570
1805,1,0,7,54,4,6,1861
1806,0,1,9,38,2,5,1938
1807,1,0,3,52,3,5,1739
1808,1,0,0,48,1,5,692
1809,1,0,5,53,3,3,1874
1810,0,1,8,37,1,6,1459
1811,1,0,8,53,3,4,2034
1812,1,0,7,51,0,4,1378
1813,1,0,5,53,4,5,1452
1814,1,0,3,52,4,3,1556
1815,1,0,6,53,3,3,2025
1816,0,1,7,40,6,3,2323
1817,0,1,5,37,2,5,1559
1818,1,0,9,54,3,3,2208
1819,1,0,6,55,7,4,2214
1820,1,0,4,52,3,4,1506
1821,1,0,7,54,4,4,2144
1822,1,0,3,52,4,2,1623
1823,0,1,6,37,1,5,1411
1824,1,0,5,53,3,4,1908
1825,1,0,2,51,3,4,1325
1826,0,1,4,37,2,5,1400
1827,0,1,5,38,3,4,1456
1828,1,0,4,52,2,5,1217
1829,1,0,6,53,3,1,1849
1830,1,0,7,55,6,6,2580
1831,1,0,2,52,4,3,1658
1832,0,1,7,37,1,4,1539
1833,1,0,7,55,7,4,2435
1834,1,0,11,55,4,5,2337
1835,1,0,6,54,6,2,2094
1836,1,0,2,51,2,5,1295
1837,1,0,8,54,5,3,2227
1838,1,0,3,53,5,4,1393
1839,0,1,2,38,6,3,1956
1840,1,0,8,55,6,4,2266
1841,1,0,4,52,2,3,1727
1842,1,0,7,51,0,4,616
1843,0,1,7,38,3,3,1676
1844,1,0,10,53,2,5,2075
1845,1,0,7,54,4,3,2556
1846,1,0,4,52,2,4,1942
1847,1,0,5,55,9,3,2698
1848,1,0,3,51,1,5,942
1849,1,0,7,53,2,4,2205
1850,0,1,6,39,5,5,1358
1851,1,0,5,52,2,4,1556
1852,1,0,4,54,7,5,2193
1853,1,0,4,54,7,4,2558
1854,1,0,4,53,4,5,1889
1855,1,0,5,52,2,5,820
1856,1,0,1,51,3,5,1728
1857,1,0,4,51,1,4,1131
1858,1,0,3,51,2,4,1219
1859,1,0,3,51,2,4,1309
1860,1,0,4,52,2,2,1489
1861,1,0,8,53,3,5,2024
1862,0,1,6,37,2,3,1343
1863,1,0,2,49,0,3,558
1864,1,0,3,52,3,3,1072
1865,0,1,6,38,4,4,1104
1866,0,1,4,37,2,4,1317
1867,1,0,3,52,3,5,1365
1868,1,0,4,53,4,3,1743
1869,1,0,6,54,5,5,2063
1870,1,0,8,53,3,5,1630
1871,1,0,7,53,3,3,2051
1872,1,0,7,53,2,4,1556
1873,1,0,3,51,1,5,1368
1874,1,0,5,53,4,3,1584
1875,1,0,4,52,2,5,1462
1876,0,1,4,38,4,3,1742
1877,0,1,8,39,4,4,1727
1878,1,0,7,53,2,4,1384
1879,1,0,3,52,4,5,1877
1880,1,0,6,54,5,2,1909
1881,0,1,9,38,2,3,1892
1882,1,0,6,54,5,5,2363
1883,0,1,8,37,1,4,1478
1884,1,0,7,51,0,5,1470
1885,1,0,5,51,1,4,1200
1886,1,0,3,52,3,3,1399
1887,1,0,9,53,2,6,1567
1888,0,1,8,38,2,2,2066
1889,0,1,6,39,6,3,2118
1890,1,0,1,50,2,5,1142
1891,1,0,4,51,1,5,1246
1892,1,0,1,52,5,5,1915
1893,1,0,9,56,7,3,2785
1894,0,1,3,36,2,2,1281
1895,1,0,7,54,5,5,1950
1896,0,1,7,39,4,4,1669
1897,1,0,3,52,3,5,1467
1898,1,0,7,51,0,3,1727
1899,0,1,7,38,3,4,2138
1900,1,0,4,52,3,2,1312
1901,1,0,8,54,4,4,2191
1902,1,0,5,54,6,4,2049
1903,0,1,5,37,2,4,1060
1904,1,0,6,53,3,5,2143
1905,1,0,10,54,4,5,1854
1906,1,0,7,54,4,5,1578
1907,1,0,3,52,3,3,1467
1908,0,1,4,35,0,4,976
1909,1,0,2,51,3,5,1152
1910,1,0,4,53,4,5,1790
1911,1,0,6,53,3,5,1519
1912,1,0,6,53,4,4,1980
1913,1,0,2,51,2,4,1166
1914,1,0,6,52,2,4,1678
1915,1,0,6,54,5,5,2028
1916,1,0,3,51,2,5,1230
1917,0,1,4,37,2,4,1455
1918,1,0,5,52,2,4,1774
1919,1,0,2,52,5,4,1592
1920,0,1,6,38,3,5,1746
1921,1,0,5,51,1,4,1550
1922,0,1,5,38,3,4,1276
1923,1,0,3,53,5,4,1405
1924,1,0,7,53,3,3,1590
1925,0,1,8,38,3,5,1878
1926,1,0,3,51,1,5,1637
1927,0,1,4,38,4,3,1416
1928,0,1,2,35,1,5,1040
1929,0,1,3,37,4,4,891
1930,1,0,2,50,1,4,1346
1931,1,0,3,51,2,4,1059
1932,1,0,4,53,4,4,1571
1933,0,1,3,38,5,3,1649
1934,0,1,5,37,2,4,907
1935,0,1,3,38,5,4,1410
1936,1,0,12,55,4,3,2473
1937,1,0,10,53,2,5,1361
1938,0,1,4,37,2,4,1072
1939,0,1,4,37,3,4,1128
1940,1,0,6,54,5,5,2250
1941,0,1,4,37,3,5,1076
1942,1,0,4,51,1,6,1463
1943,1,0,4,53,5,6,1721
1944,0,1,4,38,5,2,1694
1945,0,1,3,36,2,5,1154
1946,1,0,5,52,2,2,1438
1947,1,0,6,53,4,3,1735
1948,1,0,6,54,5,4,2282
1949,1,0,8,51,0,5,925
1950,0,1,3,37,4,5,1562
1951,1,0,3,52,3,5,1279
1952,1,0,8,54,4,5,2465
1953,0,1,10,37,0,6,1453
1954,0,1,7,39,4,3,2273
1955,1,0,5,53,4,4,1573
1956,1,0,7,53,3,3,1966
1957,1,0,3,50,0,3,1147
1958,1,0,6,53,3,4,1689
1959,1,0,5,53,3,4,1644
1960,1,0,7,53,3,2,1974
1961,0,1,3,36,1,5,784
1962,1,0,9,52,1,3,1526
1963,1,0,5,53,3,4,1649
1964,1,0,3,53,5,3,2175
1965,1,0,5,53,3,3,1776
1966,1,0,5,52,2,5,1357
1967,0,1,6,37,2,4,1242
1968,1,0,2,51,3,3,1525
1969,1,0,11,55,4,4,2223
1970,0,1,7,38,2,5,1615
1971,1,0,3,52,3,4,1449
1972,1,0,2,51,3,3,1150
1973,1,0,6,53,4,5,1801
1974,1,0,7,55,8,5,2402
1975,1,0,5,53,3,3,1755
1976,1,0,7,52,1,4,1945
1977,1,0,5,53,3,4,1542
1978,1,0,11,54,2,3,1986
1979,1,0,4,53,4,4,987
1980,1,0,7,53,2,5,2036
1981,0,1,5,37,2,4,1664
1982,1,0,7,53,2,3,1272
1983,1,0,3,51,1,5,1172
1984,1,0,6,54,5,3,2192
1985,1,0,4,55,9,4,2744
1986,1,0,7,54,4,4,2001
1987,1,0,5,54,5,5,1650
1988,0,1,6,37,2,3,978
1989,1,0,1,51,4,4,1649
1990,1,0,5,52,2,3,1871
1991,1,0,8,55,6,2,2438
1992,0,1,4,36,1,3,1397
1993,0,1,4,38,4,3,1255
1994,0,1,3,37,3,4,1183
1995,0,1,3,38,5,4,1669
1996,1,0,5,50,0,2,976
1997,1,0,7,53,2,3,1864
1998,1,0,6,52,2,3,1095
1999,1,0,7,54,5,6,1523
2000,0,1,2,34,0,4,694
2001,1,0,6,53,3,4,1608
2002,1,0,6,52,1,4,1582
2003,1,0,5,52,2,4,1127
2004,1,0,7,55,6,4,1888
2005,1,0,4,53,4,4,1332
2006,1,0,5,51,1,5,1570
2007,0,1,2,37,4,5,1339
2008,1,0,8,54,4,5,2070
2009,1,0,4,53,5,4,1703
2010,0,1,4,37,2,4,1088
2011,1,0,3,51,1,5,1580
2012,1,0,5,54,5,3,2266
2013,0,1,6,36,0,4,832
2014,0,1,6,37,2,5,1337
2015,1,0,3,53,5,5,1476
2016,0,1,4,37,2,6,854
2017,1,0,5,54,7,4,2504
2018,1,0,11,55,4,3,2371
2019,0,1,2,36,2,5,941
2020,1,0,2,50,1,3,1208
2021,1,0,1,50,1,5,771
2022,0,1,4,38,4,5,1671
2023,1,0,1,51,3,5,944
2024,1,0,5,53,3,3,1806
2025,1,0,5,52,2,4,1590
2026,1,0,8,52,1,5,1829
2027,1,0,7,52,1,4,1557
2028,1,0,7,52,1,5,1507
2029,1,0,5,50,0,5,878
2030,0,1,6,37,2,5,1336
2031,0,1,10,39,4,4,1927
2032,1,0,4,52,3,4,1726
2033,1,0,4,51,1,5,1411
2034,0,1,6,39,6,4,1700
2035,1,0,3,51,2,5,1252
2036,1,0,7,53,2,3,1607
2037,1,0,2,51,2,5,1440
2038,1,0,5,53,3,3,1328
2039,1,0,4,52,3,6,1769
2040,0,1,5,37,2,5,1230
2041,1,0,3,52,3,4,1693
2042,1,0,6,52,2,4,1367
2043,0,1,6,37,2,5,1633
2044,1,0,5,53,4,3,1545
2045,0,1,4,37,2,4,1409
2046,1,0,2,52,5,5,1676
2047,1,0,5,53,4,3,1806
2048,1,0,2,52,4,4,1460
2049,0,1,6,37,2,3,1734
2050,1,0,6,54,5,4,1892
2051,1,0,2,52,5,5,1864
2052,1,0,1,52,5,4,1694
2053,0,1,4,39,6,3,2146
2054,0,1,8,38,2,4,1549
2055,0,1,5,39,5,4,1813
2056,1,0,5,53,3,6,1553
2057,1,0,8,52,1,4,1846
2058,1,0,5,52,2,5,1688
2059,0,1,5,36,1,4,1156
2060,1,0,2,51,2,3,846
2061,1,0,8,53,3,2,2030
2062,1,0,7,53,3,5,2249
2063,0,1,3,36,2,4,993
2064,1,0,5,53,3,4,1666
2065,1,0,7,53,3,2,1649
2066,1,0,3,51,1,6,857
2067,0,1,1,36,3,6,1174
2068,0,1,6,36,0,3,1200
2069,0,1,4,37,3,4,1624
2070,1,0,6,53,3,3,2006
2071,0,1,5,39,5,4,1687
2072,1,0,4,53,5,3,1861
2073,1,0,6,53,3,4,1736
2074,1,0,10,53,2,3,2210
2075,1,0,8,53,3,4,1884
2076,1,0,2,51,3,2,1149
2077,1,0,3,51,1,6,1128
2078,1,0,3,52,4,5,2048
2079,0,1,2,37,5,4,1173
2080,0,1,1,35,2,2,662
2081,1,0,3,51,2,2,1347
2082,1,0,1,51,4,5,1267
2083,1,0,5,53,4,5,1805
2084,1,0,3,52,4,4,1862
2085,1,0,9,52,1,3,1428
2086,1,0,4,51,1,5,1701
2087,1,0,1,52,5,5,1025
2088,1,0,3,51,1,6,1111
2089,0,1,5,37,2,5,1349
2090,1,0,5,51,1,6,1412
2091,1,0,8,53,2,3,1315
2092,1,0,5,53,4,4,1948
2093,1,0,4,53,4,4,1903
2094,0,1,3,37,4,3,1592
2095,0,1,8,38,3,3,1815
2096,1,0,5,54,5,5,1836
2097,0,1,0,34,3,6,858
2098,1,0,5,52,2,3,1276
2099,1,0,6,53,3,5,2086
2100,1,0,6,53,4,5,1787
2101,1,0,2,51,2,3,1312
2102,1,0,7,54,4,4,1874
2103,1,0,3,53,6,3,1994
2104,1,0,5,54,7,6,2322
2105,0,1,3,36,1,5,1156
2106,1,0,7,53,3,2,2086
2107,1,0,5,53,3,4,1105
2108,1,0,2,52,4,4,1735
2109,1,0,3,52,4,4,1571
2110,0,1,2,37,4,4,1145
2111,1,0,2,52,4,5,539
2112,1,0,7,53,2,1,1193
2113,1,0,2,51,3,4,1467
2114,1,0,3,51,1,3,1492
2115,1,0,3,51,2,3,1579
2116,0,1,6,37,1,3,1101
2117,0,1,3,36,1,4,1263
2118,1,0,2,51,2,3,1491
2119,1,0,8,53,3,5,1916
2120,1,0,2,51,2,3,1164
2121,1,0,5,53,4,5,2154
2122,0,1,8,38,2,4,1587
2123,0,1,7,38,3,4,2199
2124,0,1,3,37,3,4,1036
2125,1,0,3,52,3,5,1432
2126,1,0,3,51,1,4,931
2127,1,0,6,52,2,5,2197
2128,1,0,3,53,6,4,1768
2129,0,1,3,36,2,3,1295
2130,0,1,3,36,2,5,1153
2131,1,0,3,52,4,5,1740
2132,1,0,8,52,1,3,1388
2133,1,0,11,54,3,4,2359
2134,1,0,2,52,4,6,1201
2135,1,0,4,51,1,5,946
2136,1,0,2,51,2,3,1373
2137,1,0,6,52,1,4,1233
2138,1,0,5,50,0,4,1465
2139,1,0,4,52,2,4,943
2140,0,1,5,36,1,4,1362
2141,1,0,3,53,6,3,1849
2142,1,0,7,54,5,3,2155
2143,1,0,4,55,8,4,1956
2144,1,0,6,52,1,5,1459
2145,1,0,6,54,6,3,2438
2146,0,1,3,37,4,3,1249
2147,0,1,5,37,2,5,1362
2148,1,0,6,52,2,5,1342
2149,1,0,3,51,1,6,1232
2150,1,0,0,48,1,5,332
2151,1,0,6,51,0,3,1356
2152,0,1,7,38,3,2,1658
2153,0,1,5,38,3,5,960
2154,1,0,7,53,2,4,1526
2155,0,1,2,34,0,4,666
2156,0,1,3,37,3,4,1146
2157,1,0,0,49,2,3,767
2158,1,0,4,53,4,4,1427
2159,1,0,6,52,2,4,1488
2160,0,1,5,38,4,3,1535
2161,1,0,1,50,2,4,859
2162,1,0,3,53,5,4,1622
2163,0,1,3,37,3,3,1662
2164,1,0,5,53,3,5,2092
2165,1,0,7,52,1,3,1504
2166,1,0,4,53,4,5,1570
2167,1,0,6,53,3,5,1984
2168,1,0,6,53,4,4,2365
2169,1,0,7,55,6,4,2242
2170,1,0,3,52,4,3,1522
2171,1,0,7,53,2,3,1508
2172,0,1,8,38,3,4,1432
2173,0,1,3,38,5,5,1660
2174,1,0,5,52,2,2,1366
2175,0,1,8,38,2,1,1260
2176,0,1,1,36,3,2,1420
2177,1,0,2,54,8,4,2228
2178,1,0,4,53,4,5,1631
2179,1,0,3,51,1,3,1117
2180,1,0,8,53,3,3,1443
2181,1,0,7,53,3,5,1813
2182,1,0,3,51,2,4,1323
2183,1,0,5,52,2,2,1051
2184,0,1,4,38,4,5,1286
2185,1,0,6,52,2,4,1916
2186,1,0,4,54,6,5,1604
2187,1,0,6,53,4,5,2138
2188,1,0,6,52,1,4,1251
2189,1,0,6,52,1,5,2092
2190,1,0,3,51,2,4,1451
2191,1,0,6,53,4,5,1741
2192,0,1,8,39,4,4,2439
2193,1,0,6,52,2,6,1508
2194,1,0,7,54,5,3,2179
2195,1,0,5,55,8,4,2461
2196,0,1,7,39,5,4,2116
2197,1,0,6,53,4,5,1790
2198,1,0,7,53,3,5,1740
2199,1,0,8,52,1,4,1754
2200,1,0,3,52,3,5,1547
2201,1,0,8,52,1,3,2180
2202,1,0,3,52,4,4,1859
2203,1,0,6,52,1,4,1537
2204,0,1,7,39,5,3,2283
2205,1,0,16,56,4,5,3116
2206,0,1,6,37,2,3,1479
2207,1,0,8,53,2,4,1749
2208,1,0,5,54,7,4,2897
2209,0,1,4,37,3,4,1014
2210,1,0,6,53,3,4,1677
2211,1,0,7,53,3,4,2198
2212,0,1,5,38,3,5,1404
2213,0,1,3,36,2,4,1332
2214,1,0,5,53,4,4,1604
2215,1,0,8,53,3,4,2412
2216,1,0,4,53,5,2,2156
2217,1,0,4,51,1,4,1384
2218,0,1,2,36,2,4,1125
2219,1,0,5,53,4,4,2011
2220,1,0,4,53,4,7,1474
2221,0,1,1,36,4,4,1099
2222,0,1,7,39,4,3,1955
2223,0,1,2,36,2,3,695
2224,1,0,3,52,3,1,1285
2225,1,0,3,52,4,5,1215
2226,1,0,8,53,3,4,1760
2227,1,0,7,53,3,1,1499
2228,1,0,5,50,0,3,1196
2229,1,0,1,50,1,5,624
2230,0,1,5,38,4,3,1267
2231,1,0,2,51,2,4,1100
2232,0,1,6,39,6,4,1761
2233,1,0,6,54,6,3,2224
2234,1,0,6,54,5,4,2064
2235,1,0,3,51,2,5,1352
2236,1,0,3,51,2,4,1280
2237,1,0,5,53,3,3,1471
2238,1,0,8,54,4,4,2185
2239,1,0,7,54,4,3,1951
2240,1,0,8,53,3,3,1746
2241,1,0,6,52,2,3,1714
2242,1,0,1,52,5,3,1284
2243,1,0,3,52,4,5,1475
2244,0,1,5,37,2,4,2044
2245,1,0,5,53,3,3,1815
2246,1,0,4,52,3,5,1095
2247,1,0,3,51,1,3,1107
2248,0,1,10,38,2,4,1979
2249,1,0,5,52,2,3,1587
2250,1,0,5,53,4,2,2087
2251,0,1,10,42,11,4,3092
2252,1,0,7,52,1,2,1554
2253,0,1,7,38,3,4,1554
2254,1,0,5,50,0,3,1692
2255,1,0,2,50,1,3,1523
2256,1,0,6,52,2,4,1349
2257,1,0,3,52,4,5,1186
2258,1,0,5,54,7,5,2052
2259,1,0,5,52,2,4,1110
2260,0,1,5,38,3,5,1715
2261,0,1,4,38,5,3,1362
2262,0,1,5,38,3,6,1652
2263,1,0,2,53,6,4,1710
2264,1,0,3,51,1,3,903
2265,1,0,12,53,1,4,2277
2266,1,0,4,52,3,4,1625
2267,1,0,2,51,2,4,1299
2268,1,0,7,53,2,4,1649
2269,1,0,7,53,3,5,2111
2270,1,0,4,52,3,4,1331
2271,0,1,8,39,4,4,1626
2272,1,0,8,54,5,4,2448
2273,1,0,4,54,6,5,1954
2274,1,0,5,54,5,3,1935
2275,0,1,3,35,0,3,821
2276,0,1,2,36,3,6,1317
2277,1,0,7,52,1,3,1915
2278,1,0,5,53,3,3,1596
2279,0,1,4,37,2,3,1186
2280,1,0,2,51,2,5,1066
2281,1,0,3,50,0,3,1288
2282,1,0,4,52,2,7,1303
2283,0,1,10,37,0,3,1590
2284,1,0,7,53,3,6,2153
2285,1,0,6,53,4,4,1917
2286,1,0,5,54,6,4,1695
2287,0,1,3,38,5,4,1804
2288,1,0,2,52,4,2,1113
2289,1,0,8,51,0,4,1228
2290,1,0,5,53,3,4,1485
2291,1,0,5,53,3,4,1597
2292,1,0,2,51,3,4,1831
2293,1,0,5,53,3,5,1401
2294,0,1,3,37,4,4,1029
2295,1,0,5,52,2,5,1851
2296,0,1,3,37,4,3,1329
2297,1,0,4,51,1,5,1226
2298,0,1,8,36,0,1,1190
2299,1,0,2,54,9,4,2421
2300,1,0,9,52,1,3,1591
2301,1,0,5,53,3,4,2097
2302,1,0,7,55,6,4,2264
2303,1,0,3,51,1,4,952
2304,0,1,5,39,5,5,1776
2305,1,0,1,51,3,6,894
2306,1,0,5,52,2,2,1194
2307,0,1,4,38,4,4,1574
2308,1,0,6,55,7,6,2432
2309,1,0,2,51,3,5,1284
2310,1,0,5,52,2,5,1381
2311,1,0,7,53,3,4,1841
2312,1,0,8,54,4,6,1709
2313,1,0,4,52,2,3,1464
2314,1,0,8,52,1,4,1756
2315,1,0,4,53,5,1,1605
2316,1,0,9,53,2,3,2200
2317,1,0,4,51,1,4,993
2318,1,0,7,54,4,5,2178
2319,1,0,5,52,2,5,1379
2320,1,0,1,51,4,4,1076
2321,1,0,1,51,4,6,1215
2322,1,0,5,52,2,2,1133
2323,0,1,6,38,3,2,1525
2324,1,0,6,53,3,4,1807
2325,1,0,1,50,1,4,1051
2326,1,0,1,52,5,4,1139
2327,0,1,6,39,5,5,1462
2328,1,0,9,51,0,5,1809
2329,1,0,5,51,1,4,1200
2330,0,1,4,37,2,5,1293
2331,0,1,6,38,4,3,2302
2332,1,0,7,52,1,3,1795
2333,0,1,6,38,4,4,1702
2334,1,0,7,54,4,6,2321
2335,1,0,6,54,6,4,2169
2336,1,0,3,52,4,3,1755
2337,0,1,6,37,2,5,1443
2338,1,0,7,54,5,4,2274
2339,1,0,3,54,7,4,2279
2340,0,1,7,37,1,5,1686
2341,1,0,4,53,4,3,2058
2342,0,1,2,36,2,4,454
2343,0,1,8,39,4,3,1571
2344,1,0,6,55,7,6,2669
2345,0,1,3,37,4,6,1172
2346,1,0,10,54,4,5,2199
2347,1,0,10,55,6,5,2864
2348,1,0,3,52,3,3,1381
2349,0,1,1,35,1,3,1021
2350,1,0,4,52,3,5,1453
2351,1,0,7,54,4,4,1556
2352,1,0,4,52,2,4,1057
2353,1,0,2,52,4,6,1294
2354,1,0,4,53,4,5,1510
2355,1,0,6,55,7,4,2368
2356,1,0,9,54,3,3,2056
2357,1,0,7,53,3,4,1923
2358,1,0,2,49,0,4,676
2359,1,0,8,52,1,4,1648
2360,1,0,3,51,1,5,1056
2361,1,0,4,52,2,4,948
2362,0,1,4,36,1,5,1021
2363,1,0,4,52,2,4,1578
2364,0,1,8,38,3,4,1408
2365,1,0,1,51,4,5,1587
2366,1,0,6,53,3,3,1745
2367,1,0,4,51,1,5,955
2368,1,0,1,53,7,3,1996
2369,0,1,7,37,1,4,1489
2370,1,0,7,53,3,5,2006
2371,0,1,4,38,4,3,1863
2372,1,0,7,54,4,4,2286
2373,1,0,2,51,3,4,1385
2374,1,0,5,53,4,6,1491
2375,1,0,6,52,1,5,1323
2376,1,0,3,52,3,5,1430
2377,1,0,9,54,3,5,2192
2378,1,0,1,52,5,3,1677
2379,1,0,2,52,4,3,1583
2380,1,0,5,54,5,5,1957
2381,1,0,4,51,1,4,1416
2382,1,0,2,51,2,3,1196
2383,1,0,5,53,3,6,1398
2384,1,0,6,53,4,3,1852
2385,1,0,5,51,1,3,1861
